date,pm25,pm10,o3,no2,so2,co
17/05/2023,8,1,14,9,0,1
18/05/2023,1,1,13,5,0,1
19/05/2023,1,1,13,5,0,0
20/05/2023,1,2,14,5,0,1
21/05/2023,3,2,15,7,0,3
22/05/2023,4,0,11,4,0,1
23/05/2023,1,0,11,3,0,0
24/05/2023,0,0,12,4,0,0
25/05/2023,0,1,11,5,0,1
26/05/2023,1,7,10,4,0,1
27/05/2023,14,0,11,5,0,1
28/05/2023,0,0,13,4,0,0
29/05/2023,0,0,13,5,0,0
30/05/2023,0,3,14,7,0,1
31/05/2023,6,9,15,6,0,2
1/06/2023,12,0,15,5,0,0
2/06/2023,0,0,14,4,0,0
3/06/2023,0,37,11,5,0,0
4/06/2023,44,30,11,4,0,2
5/06/2023,39,7,11,4,0,2
6/06/2023,10,0,13,3,0,1
7/06/2023,0,0,12,3,0,0
8/06/2023,0,0,13,3,0,1
9/06/2023,0,1,14,5,0,1
10/06/2023,2,3,14,4,0,2
11/06/2023,4,1,15,3,0,1
12/06/2023,1,0,11,3,0,0
13/06/2023,0,0,10,2,0,1
14/06/2023,0,1,13,2,0,1
15/06/2023,2,4,13,3,0,1
16/06/2023,7,0,12,3,0,0
17/06/2023,0,0,11,2,0,1
18/06/2023,0,16,23,20,0,0
19/06/2023,16,33,15,6,0,1
20/06/2023,37,28,12,3,0,1
21/06/2023,39,32,11,3,0,1
22/06/2023,42,15,9,2,0,0
23/06/2023,19,14,8,2,0,0
24/06/2023,17,12,8,2,0,1
25/06/2023,18,6,9,1,0,3
26/06/2023,10,1,9,1,0,1
27/06/2023,1,0,10,2,0,1
28/06/2023,0,1,11,1,0,1
29/06/2023,1,1,13,4,0,2
30/06/2023,2,6,12,5,0,12
1/07/2023,11,1,12,4,0,0
2/07/2023,1,0,11,3,0,0
3/07/2023,0,1,11,3,0,0
4/07/2023,2,2,11,4,0,1
5/07/2023,4,9,12,2,0,11
6/07/2023,16,0,12,2,0,0
7/07/2023,1,0,11,2,0,0
8/07/2023,0,0,10,2,0,0
9/07/2023,0,2,12,2,0,1
10/07/2023,4,9,12,2,0,9
11/07/2023,15,0,12,2,0,0
12/07/2023,1,0,12,2,0,0
13/07/2023,1,1,12,3,0,0
14/07/2023,1,1,11,4,0,1
15/07/2023,1,5,11,7,0,2
16/07/2023,8,2,23,10,0,2
17/07/2023,3,1,15,4,0,1
18/07/2023,3,0,13,2,0,1
19/07/2023,0,1,13,2,0,2
20/07/2023,1,7,25,3,0,9
21/07/2023,9,1,15,3,0,1
22/07/2023,1,26,16,2,0,2
23/07/2023,39,1,16,4,0,1
24/07/2023,1,2,18,5,0,2
